"Record Key","Chainage Start (m)","Chainage End (m)","Length (m)","Pipeline Section","Register","Asset Type","Asset ID","Trench Type","Source Length (m)","Drawing (Start)","Drawing (End)","Drawing (superseded)","Info Source","Included in Current Plan","Section Ref (source)","Feature Name","Utility Description","Surface","Pipeline DN","Embankment Treatment","Creek Bed Treatment","Pipe Description","Type 6 (m)","Type 7 (m)","Type 4 & 7 (m)","Type 4 & 6 (m)","Operator","Location","Material","Size (mm)","ID","Actual Chainage (surveyed)","Located","C&G Code","Trench Code","Surveyors PtNo","E","N","Z","Survey Code","Proven to Underside of Service","Test Point","Proposed Crossing Method","Parallel or Crossed","Design Drawing","DBYD SEQ","Separation (m)","Asset DOC (m)","Pipeline DOC (m)","Depth to Underside of Asset (m)","Crossover","Within","Excavation Permit Required?","Excavation Permit Date","Crossing Permit Required?","Crossing Permit Date","Comments","Source File","Source Row","Area (m2)","Timber Density","Thrust Block Category","Installed","Install Date","Installed By","Test Document No","Test Status","Test Date","Complete","Completion Date","Progress Notes","Unit Rate ($)","Quantity","Unit","Total Cost ($)","Fitting Type","Type of Bend","Fitting Material","Fitting DN (mm)","Max Test Pressure (kPa)","Allowable Lateral Bearing (kPa)","Thrust Block Item","Design Source","Valve Type","Crossing Type","Crew","Bend Rate Class","Completion Driver","Front Chainage (m)","Auto Complete","Auto Complete As At","Unlabelled Column CO","Valve Arrangement Type","Valve Assembly Group","Valve Arrangement","Branch / Tee Size","Air Valve","Scour Valve","Side","Invert Level (m)","Depth of Invert (m)","Natural Surface (m)","Orifice Plate Bore (mm)","Within 1% AEP Flood Zone","Claim Item No (PC02)","Location Drawing Ref"
"PWG-PIPE-0101","11759.158","11773.094","13.935999999999694","PWG","Pipe","PIPE","PWG-PIPE-0101","","","D-DWG-PWG-014.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Driveway crossings","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PHW-TB-071","14119.348","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-071","","","","","","","","PHW","","Type 1","","","","","","","","","","","","DICL","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE.xlsm","83","","","Bend","","","","","","","","","","114663","1","each","114663","Bend","45","DICL","600","2643","100","Bend; 45 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-060","11759.158","","","PWG","Bend","HOR","PWG-BND-060","","","D-DWG-PWG-014.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A340","","","","","","","","","","","","","","1","each","","Bend","22.5°","DICL","375","","","","","","","","22.5","PIPE","0","NO","","","","","","","","","","479.9","","","","","",""
"PWG-CM-0031","11771","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0031","","","D-DWG-PWG-017.2","","","BYDA","Yes","PWG","","BYDA TELSTRA COMMS DN50 CONC COVER","","","","","","","","","","Telstra","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-EL-0029","11771","","","PWG","Foreign Service","ELECTRICITY","PWG-EL-0029","","","D-DWG-PWG-017.2","","","PUP","Yes","PWG","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TB-058","14139.442","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-058","","","","","","","","PWG","","Type 10","","","","","","","","","","","","MSCL","450","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","159","","","Bend","","","","","","","","","","49855","1","each","49855","Bend","10.3","MSCL","450","3424","50","Bend; MS - 10.3°","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-061","11768.094","","","PWG","Bend","HOR","PWG-BND-061","","","D-DWG-PWG-014.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A341","","","","","","","","","","","","","","1","each","","Bend","22.5°","DICL","375","","","","","","","","22.5","PIPE","0","NO","","","","","","","","","","479.875","","","","","",""
"PWG-PIPE-0102","11773.094","11782.037","8.94300000000112","PWG","Pipe","PIPE","PWG-PIPE-0102","","","D-DWG-PWG-014.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-TB-111","14143.438","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-111","","","","","","","","PWG","","Type 6","","","","","","","","","","","","DICL","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","212","","","Tee","","","","","","","","","","","1","each","","Tee","DN375xDN150 DIFBE SCOUR TEE","","150","3424","50","Tee; DN375XDN150 DIFBE SCOUR TEE","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-PIPE-0103","11782.037","11788","5.962999999999738","PWG","Pipe","PIPE","PWG-PIPE-0103","","","D-DWG-PWG-014.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Driveway crossings","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0104","11788","11856.18","68.18000000000029","PWG","Pipe","PIPE","PWG-PIPE-0104","","","D-DWG-PWG-014.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0105","11856.18","11862","5.819999999999709","PWG","Pipe","PIPE","PWG-PIPE-0105","","","D-DWG-PWG-014.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Driveway crossings","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0106","11862","12307.423","445.4230000000007","PWG","Pipe","PIPE","PWG-PIPE-0106","","","D-DWG-PWG-014.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-EL-0030","11969","","","PWG","Foreign Service","ELECTRICITY","PWG-EL-0030","","","D-DWG-PWG-018.2","","","PUP","Yes","PWG","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-EL-0031","12094","","","PWG","Foreign Service","ELECTRICITY","PWG-EL-0031","","","D-DWG-PWG-018.2","","","PUP","Yes","PWG","","PUP ELECTRICITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TB-059","14178.758","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-059","","","","","","","","PWG","","Type 10","","","","","","","","","","","","MSCL","450","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","160","","","Bend","","","","","","","","","","49855","1","each","49855","Bend","10.6","MSCL","450","3414","50","Bend; MS - 10.6°","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-062","11773.094","","","PWG","Bend","HOR","PWG-BND-062","","","D-DWG-PWG-014.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A342","","","","","","","","","","","","","","1","each","","Bend","22.5°","DICL","375","","","","","","","","22.5","PIPE","0","NO","","","","","","","","","","479.87","","","","","",""
"PWG-AV-019","12742.264","","","PWG","Valve","AV","PWG-AV-019","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A95","","","","","","","","","","","","47437","1","each","47437","","","","","","","","","1A","","","","PIPE","0","NO","","","AV TYPE 1A","AV Pit Type 1A & 1B (Buried)","Inline","DN375x200","Yes","No","N/A","468.1","1.853","469.953","N/A","N","PWG-6420.01",""
"PWG-FN-0015","12214","","","PWG","Foreign Service","FENCE","PWG-FN-0015","","","D-DWG-PWG-018.2","","","","Yes","PWG","","FENCE LINE NO POSTS - WIRES ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-FN-0016","12273","","","PWG","Foreign Service","FENCE","PWG-FN-0016","","","D-DWG-PWG-018.2","","","","Yes","PWG","","FENCE LINE NO POSTS - WIRES ONLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-CM-0032","12307","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0032","","","D-DWG-PWG-018.2","","","BYDA","Yes","PWG","","BYDA NBN COMMS DN30","","","","","","","","","","NBN Co","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-CM-0033","12307","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0033","","","D-DWG-PWG-018.2","","","BYDA","Yes","PWG","","BYDA NBN COMMS DN30","","","","","","","","","","NBN Co","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0068","12307.423","12320.895","13.471999999999753","PWG","Trench Type","TRENCH SECTION","","6","13.4719999999998","D-DWG-PWG-018.2","D-DWG-PWG-018.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0107","12307.423","12320.895","13.471999999999753","PWG","Pipe","PIPE","PWG-PIPE-0107","","","D-DWG-PWG-018.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-RD-0011","12310","12320","10","PWG","Road & Rail Crossing","MINOR ROAD CROSSING","PWG-RD-0011","","10","","","","","","PWG","Bourne Road","","Sealed","375","","","DN375 PN35 DICL RRJ","10","","","","TRC","","","","","","","","","","","","","","","","Open Trenching","","","","","","","","","","","","","","","T2WRWP-05304-PTW-PPG-SCH-00002_PHW_PWG.xlsx","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-CM-0034","12320","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0034","","","D-DWG-PWG-018.2","","","BYDA","Yes","PWG","","BYDA TELSTRA COMMS DN35","","","","","","","","","","Telstra","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0069","12320.895","12720.22","399.3249999999989","PWG","Trench Type","TRENCH SECTION","","1A","399.324999999999","D-DWG-PWG-018.2","D-DWG-PWG-019.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0108","12320.895","12570.926","250.03099999999904","PWG","Pipe","PIPE","PWG-PIPE-0108","","","D-DWG-PWG-018.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-CM-0035","12322","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0035","","","D-DWG-PWG-018.2","","","BYDA","Yes","PWG","","BYDA NBN COMMS DN30","","","","","","","","","","NBN Co","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-CM-0036","12322","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0036","","","D-DWG-PWG-018.2","","","BYDA","Yes","PWG","","BYDA NBN COMMS DN30","","","","","","","","","","NBN Co","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-CM-0037","12322","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0037","","","D-DWG-PWG-018.2","","","BYDA","Yes","PWG","","BYDA NBN COMMS DN30","","","","","","","","","","NBN Co","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0109","12570.926","12582.142","11.21600000000035","PWG","Pipe","PIPE","PWG-PIPE-0109","","","D-DWG-PWG-018.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0110","12582.142","12702.22","120.07799999999952","PWG","Pipe","PIPE","PWG-PIPE-0110","","","D-DWG-PWG-018.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-TB-112","14224.068","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-112","","","","","","","","PWG","","Type 6","","","","","","","","","","","","DICL","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","213","","","Tee","","","","","","","","","","","1","each","","Tee","DN375xDN150 DIFBE SCOUR TEE","","150","3434","50","Tee; DN375XDN150 DIFBE SCOUR TEE","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-SCV-013","13188.911","","","PWG","Valve","SCV","PWG-SCV-013","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A96","","","","","","","","","","","","66648","1","each","66648","","","","","","","","","1B","","","","PIPE","0","NO","","","SCV TYPE 1B","SCV Type 1 (Buried)","Buried","DN375x150","No","SCV TYPE 1B","LHS","462.3","1.681","463.981","150","Y","PWG-6410.01","D-DWG-PHW-018.2"
"PHW-TB-097","14323.567","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-097","","","","","","","","PHW","","Type 12","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","256","","","Isolation Valve","","","","","","","","","","","1","each","","Isolation Valve","","","600","2707","100","Isolation valve","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-063","11782.037","","","PWG","Bend","HOR","PWG-BND-063","","","D-DWG-PWG-014.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A343","","","","","","","","","","","","","","1","each","","Bend","22.5°","DICL","375","","","","","","","","22.5","PIPE","0","NO","","","","","","","","","","479.85","","","","","",""
"PWG-RD-0012","12702.22","12734.864","32.64400000000023","PWG","Road & Rail Crossing","MINOR ROAD CROSSING","PWG-RD-0012","","32.6440000000002","","","","","","PWG","Wyreema Cambooya Road","","Sealed","375","","","OD457x5WT Sintalock Type 1 MSCL Carrier & OD610x9WT MS Enveloper","","","","","TRC","","","","","","","","","","","","","","","","Thrust Boring","","","","","","","","","","","","","","","T2WRWP-05304-PTW-PPG-SCH-00002_PHW_PWG.xlsx","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-PIPE-0111","12702.22","12734.864","32.64400000000023","PWG","Pipe","PIPE","PWG-PIPE-0111","","","D-DWG-PWG-018.2","","","","","PWG","","","","457","","","OD457 MSCL 5WT SINTALOCK TYPE 1 PN35 + OD610 9WT MS Enveloper","","","","","","","MSCL","457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Major Crossing - Trenchless","Trenchless","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0070","12720.22","12734.864","14.644000000000233","PWG","Trench Type","TRENCH SECTION","","8A","14.6440000000002","D-DWG-PWG-019.2","D-DWG-PWG-019.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0071","12734.864","13218.214","483.35000000000036","PWG","Trench Type","TRENCH SECTION","","1A","483.35","D-DWG-PWG-019.2","D-DWG-PWG-019.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0112","12734.864","13218.214","483.35000000000036","PWG","Pipe","PIPE","PWG-PIPE-0112","","","D-DWG-PWG-019.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-IV-005","13366.211","","","PWG","Valve","IV","PWG-IV-005","","","D-DWG-PWG-019.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A97","","","","","","","","","","","","300265","1","each","300265","","","","","","","","","3 (AV TYPE 1B)","","","","PIPE","0","NO","","","IV TYPE 3 (AV TYPE 1B)","IV Pit","IV TYPE 3","OD419x168","Yes","No","RHS","464.7","1.767","466.467","N/A","N","PWG-6320.03",""
"PWG-TB-060","14883.12","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-060","","","","","","","","PWG","","Type 7","","","","","","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","161","","","Bend","","","","","","","","","","12566","1","each","12566","Bend","11.25","DICL","375","3292","200","Bend; 11.25 deg","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-064","12099.939","","","PWG","Bend","HOR","PWG-BND-064","","","D-DWG-PWG-014.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A348","","","","","","","","","","","","","","1","each","","Bend","11.25°","DICL","375","","","","","","","","11.25","PIPE","0","NO","","","","","","","","","","475.2","","","","","",""
"PHW-TB-090","15248.457","","","PHW","Thrust Block","THRUST BLOCK","PHW-TB-090","","","","","","","","PHW","","Type 7","","","","","","","","","","","","DICL","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","249","","","Tee","","","","","","","","","","","1","each","","Tee","DN600xDN150 DIFBE SCOUR TEE","","150","2900","100","Tee; DN600XDN150 DIFBE SCOUR TEE","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-BND-065","12694.713","","","PWG","Bend","HOR","PWG-BND-065","","","D-DWG-PWG-018.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PWG_DN375_Pipeline_Setout.xlsx","PWG DN375 Setout!A366","","","","","","","","","","","","","","1","each","","Bend","45°","DICL","375","","","","","","","","45","PIPE","0","NO","","","","","","","","","","467.384","","","","","",""
"PWG-TB-113","15788.534","","","PWG","Thrust Block","THRUST BLOCK","PWG-TB-113","","","","","","","","PWG","","Type 7","","","","","","","","","","","","DICL","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thrust Block Register - T2W_PIPELINE 24-8.xlsm","214","","","Tee","","","","","","","","","","","1","each","","Tee","DN375xDN150 DIFBE SCOUR TEE","","150","3275","200","Tee; DN375XDN150 DIFBE SCOUR TEE","S-DWG-PTW-115/116/117/118 Rev 2/1, Issued for Construction","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-AV-020","14074.214","","","PWG","Valve","AV","PWG-AV-020","","","D-DWG-PWG-021.2","","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Valve arrangement per IFC valve schedule. Rate line: Rate Library Table 6.","PHW_PWG_Valve_BOM_C.xlsx","Valve Register!A98","","","","","","","","","","","","41864","1","each","41864","","","","","","","","","2","","","","PIPE","0","NO","","","AV TYPE 2","AV Type 2 (Above Ground)","Above ground","DN375x200","Yes","No","N/A","456.685","1.967","458.652","N/A","Y","PWG-6420.03",""
"PWG-RD-0013","13218.214","13247.005","28.790999999999258","PWG","Road & Rail Crossing","MINOR ROAD CROSSING","PWG-RD-0013","","28.7909999999993","","","","","","PWG","Cambooya Felton Road","","Sealed","375","","","OD457x5WT Sintalock Type 1 MSCL Carrier & OD610x9WT MS Enveloper","","","","","TRC","","","","","","","","","","","","","","","","Thrust Boring","","","","","","","","","","","","","","","T2WRWP-05304-PTW-PPG-SCH-00002_PHW_PWG.xlsx","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRENCH","0","NO","","","","","","","","","","","","","","","",""
"PWG-TT-0072","13218.214","13247.005","28.790999999999258","PWG","Trench Type","TRENCH SECTION","","8A","28.7909999999993","D-DWG-PWG-019.2","D-DWG-PWG-019.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0113","13218.214","13247.005","28.790999999999258","PWG","Pipe","PIPE","PWG-PIPE-0113","","","D-DWG-PWG-019.2","","","","","PWG","","","","457","","","OD457 MSCL 5WT SINTALOCK TYPE 1 PN35 + OD610 9WT MS Enveloper","","","","","","","MSCL","457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Major Crossing - Trenchless","Trenchless","","","","","","","","","","","","","","","","","","","",""
"PWG-CM-0038","13228","","","PWG","Foreign Service","COMMUNICATIONS","PWG-CM-0038","","","D-DWG-PWG-019.2","","","BYDA","Yes","PWG","","BYDA TELSTRA COMMS DN50","","","","","","","","","","Telstra","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forreign service raw data.xlsx","278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-TT-0073","13247.005","13622.356","375.35100000000057","PWG","Trench Type","TRENCH SECTION","","1A","375.351000000001","D-DWG-PWG-019.2","D-DWG-PWG-020.2","","","","PWG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trench Type Register - T2W_PIPELINE.xlsm","181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0114","13247.005","13336.268","89.26300000000083","PWG","Pipe","PIPE","PWG-PIPE-0114","","","D-DWG-PWG-019.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Open Trenched Creek Crossings","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0115","13336.268","13344.268","8","PWG","Pipe","PIPE","PWG-PIPE-0115","","","D-DWG-PWG-019.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
"PWG-PIPE-0116","13344.268","13436.291","92.02299999999923","PWG","Pipe","PIPE","PWG-PIPE-0116","","","D-DWG-PWG-019.2","","","","","PWG","","","","375","","","DN375 DICL PN 35","","","","","","","DICL","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Supply and Installation of Pipe","Pipelay Crew","","","","","","","","","","","","","","","","","","","",""
